BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460337.988140,1.01548,0.00802,1.3629,-1.52,2.59,9.85,3862
2460337.988553,1.01596,0.00777,1.3605,0.09,-0.15,12.89,4297
2460337.988965,1.01804,0.00786,1.3581,-0.08,-0.25,9.70,4073
2460337.989377,1.00000,0.00746,1.3557,0.23,-1.01,8.51,5171
2460337.989789,1.00718,0.00766,1.3533,1.66,-0.10,8.69,4560
2460337.990208,1.02013,0.00748,1.3510,-0.91,-2.00,7.91,5682
2460337.990626,1.01460,0.00752,1.3486,-2.02,-0.00,7.83,5641
2460337.991045,0.99300,0.00760,1.3462,-3.98,3.12,8.50,4897
2460337.991456,0.99437,0.00746,1.3439,0.94,2.18,7.88,5711
2460337.991868,1.00293,0.00745,1.3416,-1.05,0.38,8.40,6951
2460337.992279,1.02869,0.00742,1.3394,0.08,-0.80,7.41,6373
2460337.992697,1.01973,0.00772,1.3371,1.08,-1.15,8.75,5109
2460337.993115,1.01690,0.00768,1.3348,-1.02,-2.81,8.89,4766
2460337.993527,1.00671,0.00744,1.3326,-0.76,-0.95,7.71,6179
2460337.993946,1.01371,0.00783,1.3304,-1.68,1.13,9.06,4755
2460337.994358,1.00680,0.00768,1.3282,-1.48,2.31,8.42,5112
2460337.994769,1.01125,0.00763,1.3260,-0.23,0.15,7.84,5618
2460337.995187,1.01692,0.00772,1.3238,0.36,-1.91,7.99,5290
2460337.995599,1.00546,0.00788,1.3217,2.45,-0.44,9.57,4689
2460337.996011,1.00693,0.00792,1.3196,0.21,-1.61,9.29,4221
2460337.996429,1.00546,0.00829,1.3174,-1.47,-0.52,10.35,3477
2460337.996841,1.00360,0.00779,1.3153,-1.60,1.68,9.23,4451
2460337.997259,1.02621,0.00772,1.3132,0.18,1.85,9.00,4956
2460337.997670,1.00630,0.00760,1.3112,-0.11,-0.70,8.28,5325
2460337.998088,1.00895,0.00786,1.3091,-0.36,-1.41,9.79,4180
2460337.998499,1.02028,0.00777,1.3070,0.71,-0.94,9.09,4740
2460337.998910,1.01214,0.00794,1.3050,-0.07,-0.17,9.27,4168
2460337.999328,1.00769,0.00801,1.3030,-2.52,1.14,9.39,4127
2460337.999748,1.01730,0.00784,1.3010,-2.39,1.28,8.98,4495
2460338.000166,1.02034,0.00768,1.2990,0.77,1.08,8.40,5018
2460338.000585,1.01825,0.00784,1.2970,0.19,-1.68,8.81,5153
2460338.001003,1.02236,0.00766,1.2950,0.59,-0.62,7.74,5563
2460338.001421,1.01152,0.00769,1.2930,1.12,-0.59,8.78,5442
2460338.001833,1.02145,0.00791,1.2911,0.02,-0.67,11.14,3806
2460338.002244,1.03350,0.00794,1.2892,-2.94,-0.35,9.03,4310
2460338.002663,1.02652,0.00813,1.2873,-1.36,2.97,10.85,3567
2460338.003074,1.02406,0.00818,1.2854,0.23,1.61,10.57,3688
2460338.003486,1.02657,0.00793,1.2835,-0.85,-2.90,8.81,4701
2460338.003904,1.00821,0.00790,1.2816,0.91,-0.36,8.75,4693
2460338.004315,1.01836,0.00792,1.2798,2.69,-0.37,9.44,4483
2460338.004732,1.00947,0.00758,1.2780,-0.31,-2.34,8.09,5592
2460338.005143,1.01724,0.00749,1.2761,-2.19,0.54,7.52,6244
2460338.005561,1.01221,0.00761,1.2743,-0.99,2.95,8.30,5104
2460338.005972,1.01199,0.00808,1.2725,-0.51,1.47,10.07,4238
2460338.006383,1.00858,0.00760,1.2708,-0.67,-0.84,7.97,5625
2460338.006793,1.01941,0.00752,1.2690,1.90,-0.33,7.60,6227
2460338.007204,1.00518,0.00749,1.2673,-0.63,-2.10,8.34,5792
2460338.007622,1.01609,0.00761,1.2655,-0.83,-2.39,8.32,5658
2460338.008040,1.01899,0.00764,1.2638,0.61,0.79,8.20,5239
2460338.008451,1.02676,0.00767,1.2621,-1.90,1.57,8.25,5312
2460338.008869,1.01333,0.00784,1.2604,-3.44,0.93,8.78,4840
2460338.009280,1.01715,0.00812,1.2587,1.85,1.06,10.61,4107
2460338.009691,1.00716,0.00811,1.2570,1.64,-1.89,10.32,3827
2460338.010109,1.01158,0.00751,1.2553,-0.32,-1.51,7.97,5855
2460338.010527,1.02191,0.00771,1.2536,0.85,0.15,8.60,4947
2460338.010938,1.01804,0.00783,1.2520,0.13,-0.39,10.50,3968
2460338.011355,1.01407,0.00785,1.2504,-1.80,0.28,9.93,4575
2460338.011766,1.00818,0.00795,1.2488,-1.21,3.68,8.90,4283
2460338.012177,1.00014,0.00752,1.2472,-0.62,0.27,8.19,5509
2460338.012595,1.01335,0.00738,1.2456,-0.72,0.10,7.38,6674
2460338.013006,0.99594,0.00752,1.2440,1.88,0.26,8.12,5670
2460338.013423,1.00671,0.00784,1.2424,0.79,-0.04,9.58,4509
2460338.013840,1.00730,0.00757,1.2409,-1.38,-4.00,7.90,5723
2460338.014257,0.99989,0.00820,1.2393,1.46,0.47,9.95,3691
2460338.014676,1.00523,0.00755,1.2377,-0.86,1.68,8.01,5826
2460338.015086,0.99886,0.00795,1.2362,-3.54,0.88,9.23,4058
2460338.015496,1.00100,0.00763,1.2347,1.87,1.94,9.59,4779
2460338.015915,1.01324,0.00834,1.2332,-0.59,-0.24,11.12,3455
2460338.016325,0.98522,0.00778,1.2317,0.74,-0.92,8.89,4991
2460338.016750,1.01267,0.00785,1.2302,0.48,0.22,8.98,4570
2460338.017160,1.00280,0.00759,1.2288,1.39,-1.89,8.10,5780
2460338.017570,0.99883,0.00755,1.2273,-0.83,-0.60,8.35,5392
2460338.017988,0.98911,0.00777,1.2259,-0.76,1.82,9.12,4710
2460338.018398,0.99133,0.00782,1.2245,-3.29,0.89,8.97,4960
2460338.018809,1.00243,0.00770,1.2230,0.06,0.48,9.20,4709
2460338.019225,0.98705,0.00825,1.2216,1.70,-0.74,9.80,4128
2460338.019635,0.99606,0.00753,1.2203,-0.71,-0.72,7.93,5758
2460338.020045,0.98701,0.00774,1.2189,0.09,-1.13,8.94,4793
2460338.020462,0.97728,0.00833,1.2175,0.61,-0.91,11.92,2976
2460338.020879,0.97588,0.00784,1.2161,0.37,-0.21,8.86,4640
2460338.021289,0.97272,0.00777,1.2148,-1.19,2.30,8.51,4717
2460338.021700,0.98293,0.00764,1.2134,-2.29,1.63,8.35,5279
2460338.022118,0.98540,0.00795,1.2121,-0.33,-0.66,9.52,4106
2460338.022528,0.98432,0.00792,1.2108,1.87,1.82,9.96,4057
2460338.022938,0.98581,0.00784,1.2095,-1.10,-0.94,8.92,4592
2460338.023348,0.96592,0.00753,1.2082,0.85,-0.94,8.46,5312
2460338.023764,0.97803,0.00791,1.2069,1.13,-0.21,9.58,4060
2460338.024182,0.97622,0.00808,1.2056,-0.36,0.06,11.23,4011
2460338.024592,0.96403,0.00765,1.2044,-1.17,2.14,8.66,5006
2460338.025009,0.98034,0.00747,1.2031,-0.74,0.99,8.24,5582
2460338.025426,0.97399,0.00788,1.2018,-1.35,1.35,9.51,4206
2460338.025836,0.96779,0.00793,1.2006,1.54,-0.65,10.16,3980
2460338.026254,0.97092,0.00843,1.1993,-0.32,-0.94,12.27,3070
2460338.026670,0.96989,0.00778,1.1981,0.62,0.45,9.85,4318
2460338.027094,0.96374,0.00828,1.1969,-0.59,-2.13,11.48,3202
2460338.027504,0.96642,0.00769,1.1957,1.19,-0.11,8.73,4867
2460338.027921,0.97878,0.00740,1.1945,-1.10,1.08,8.01,5884
2460338.028331,0.96683,0.00783,1.1933,-2.22,0.84,9.62,4203
2460338.028747,0.97179,0.00767,1.1922,0.33,1.92,9.13,4730
2460338.029158,0.95211,0.00780,1.1910,0.28,0.08,9.17,4548
2460338.029574,0.95339,0.00783,1.1899,-0.58,-0.54,8.64,4674
2460338.029998,0.95955,0.00750,1.1887,0.63,-0.42,8.33,5553
2460338.030825,0.95716,0.00777,1.1865,0.84,-0.75,9.44,4396
2460338.031242,0.95796,0.00763,1.1853,1.38,-0.32,8.84,4565
2460338.031651,0.95858,0.00735,1.1842,-1.05,1.64,7.95,5937
2460338.032074,0.94037,0.00742,1.1831,-2.33,2.03,8.37,5499
2460338.032490,0.95330,0.00751,1.1820,-0.51,0.91,8.31,5443
2460338.032900,0.95171,0.00736,1.1810,0.49,1.48,8.17,5625
2460338.033316,0.94685,0.00755,1.1799,0.81,-0.70,8.84,5220
2460338.033740,0.95080,0.00723,1.1788,1.28,-0.38,7.39,6756
2460338.034150,0.95185,0.00737,1.1778,-0.17,-1.02,7.86,6154
2460338.034574,0.95743,0.00741,1.1767,0.16,-0.64,8.07,5730
2460338.034990,0.94464,0.00726,1.1757,-0.47,0.34,7.28,6471
2460338.035406,0.94320,0.00732,1.1747,-1.30,0.84,7.63,6240
2460338.035829,0.95109,0.00734,1.1737,0.00,1.92,7.43,6913
2460338.036245,0.95309,0.00723,1.1727,-1.28,0.47,7.38,6677
2460338.036662,0.94395,0.00721,1.1717,0.55,1.06,7.47,7152
2460338.037079,0.93861,0.00725,1.1707,-0.02,-0.85,7.23,6902
2460338.037495,0.94422,0.00722,1.1697,0.56,-0.67,7.89,6163
2460338.037904,0.92722,0.00714,1.1688,0.99,-0.49,7.40,7206
2460338.038321,0.93912,0.00717,1.1678,-0.75,-0.58,7.31,7055
2460338.038737,0.92411,0.00726,1.1669,1.09,-0.51,7.50,6806
2460338.039154,0.93736,0.00721,1.1659,-0.33,1.20,7.73,6345
2460338.039563,0.94587,0.00725,1.1650,0.27,3.10,7.74,6778
2460338.039979,0.94695,0.00741,1.1641,-2.07,1.25,8.51,5136
2460338.040387,0.94906,0.00724,1.1632,0.53,1.36,7.45,7041
2460338.040803,0.93650,0.00719,1.1623,-0.88,1.75,7.19,7050
2460338.041220,0.94145,0.00723,1.1614,0.53,1.04,7.77,6453
2460338.041629,0.94905,0.00726,1.1605,0.91,-0.72,7.73,6301
2460338.042060,0.93544,0.00745,1.1596,-0.32,-0.64,9.19,5201
2460338.042476,0.92939,0.00735,1.1588,1.02,-1.01,8.12,5811
2460338.042885,0.93807,0.00726,1.1579,-0.61,-3.00,8.06,5817
2460338.043301,0.93847,0.00726,1.1571,0.61,0.67,7.75,6296
2460338.043710,0.93128,0.00715,1.1563,-0.83,0.72,7.05,7533
2460338.044126,0.94830,0.00722,1.1554,-1.48,1.47,7.18,6911
2460338.044542,0.92980,0.00720,1.1546,-0.62,0.12,7.68,6482
2460338.044959,0.94051,0.00721,1.1538,1.61,1.55,7.16,6841
2460338.045375,0.94295,0.00710,1.1530,-1.58,0.99,6.72,8220
2460338.045791,0.94640,0.00710,1.1522,2.00,-0.49,6.87,7784
2460338.046199,0.94381,0.00725,1.1514,-0.56,-1.33,7.31,6767
2460338.046615,0.92925,0.00714,1.1506,0.32,-0.49,7.30,6909
2460338.047030,0.93719,0.00717,1.1499,0.20,-2.74,6.87,7610
2460338.047447,0.93555,0.00719,1.1491,1.49,-0.69,8.21,5734
2460338.047862,0.94152,0.00719,1.1484,0.23,-0.38,6.96,7296
2460338.048277,0.94473,0.00739,1.1476,-0.99,1.36,8.72,5158
2460338.048693,0.94130,0.00781,1.1469,-2.48,2.15,9.12,4449
2460338.049101,0.92819,0.00729,1.1462,1.05,0.62,7.86,6268
2460338.049524,0.94047,0.00734,1.1454,-0.15,0.40,7.47,6322
2460338.049940,0.93811,0.00735,1.1447,0.61,0.83,8.34,5745
2460338.050392,0.95635,0.00747,1.1440,-0.09,-0.62,8.38,5170
2460338.050807,0.94469,0.00719,1.1433,0.55,-0.14,7.65,6383
2460338.051223,0.95446,0.00723,1.1426,0.10,-0.53,7.64,6618
2460338.051638,0.95208,0.00760,1.1419,1.37,-0.84,8.95,4857
2460338.052053,0.94589,0.00778,1.1412,0.01,-2.62,9.96,4016
2460338.052463,0.95070,0.00733,1.1406,0.69,0.16,8.14,5642
2460338.052878,0.95560,0.00741,1.1399,-0.51,-0.70,8.41,5380
2460338.053294,0.96306,0.00735,1.1393,0.20,1.96,8.07,5826
2460338.053710,0.94438,0.00724,1.1386,-2.54,1.28,7.77,6193
2460338.054118,0.95598,0.00715,1.1380,-0.13,1.16,7.36,6879
2460338.054562,0.95584,0.00727,1.1374,-0.09,-0.47,7.66,6373
2460338.054970,0.95808,0.00745,1.1368,0.10,-0.82,8.45,5458
2460338.055386,0.96210,0.00742,1.1362,-0.43,-0.63,7.87,5975
2460338.055801,0.94748,0.00736,1.1356,0.43,-0.71,8.05,5825
2460338.056215,0.96635,0.00743,1.1350,1.42,-0.74,8.37,5400
2460338.056631,0.95456,0.00739,1.1344,-0.88,-1.01,8.82,5573
2460338.057046,0.96005,0.00733,1.1338,0.12,-0.62,8.42,5357
2460338.057461,0.96214,0.00732,1.1333,0.18,-0.72,8.11,5898
2460338.057869,0.96255,0.00757,1.1327,1.84,-0.48,9.13,4878
2460338.058285,0.95626,0.00721,1.1322,-1.35,-0.01,7.41,7260
2460338.058701,0.96378,0.00730,1.1316,0.03,0.62,7.62,6862
2460338.059116,0.97308,0.00744,1.1311,-1.00,0.05,8.46,5073
2460338.059531,0.97354,0.00784,1.1306,-1.22,2.32,9.64,3921
2460338.059947,0.96750,0.00721,1.1300,-1.11,1.18,7.52,6511
2460338.060362,0.97584,0.00748,1.1295,1.37,-0.06,8.66,5137
2460338.060777,0.97464,0.00749,1.1290,0.68,0.09,8.41,5316
2460338.061192,0.96138,0.00732,1.1285,-0.02,0.07,8.47,6173
2460338.061599,0.97269,0.00786,1.1281,1.02,-0.35,9.90,4212
2460338.062014,0.96869,0.00745,1.1276,-0.67,-0.81,8.58,5299
2460338.062429,0.98624,0.00750,1.1271,1.46,0.54,8.74,5047
2460338.062836,0.98523,0.00754,1.1267,-0.83,-0.77,8.61,5045
2460338.063251,0.98514,0.00741,1.1262,-0.09,0.41,8.35,5429
2460338.063702,0.97624,0.00725,1.1257,-1.42,-1.05,7.59,6501
2460338.064110,0.98511,0.00745,1.1253,1.35,-0.80,9.02,4719
2460338.064525,0.97136,0.00756,1.1248,-0.44,1.55,9.01,4414
2460338.064955,0.98676,0.00765,1.1244,0.46,-0.59,9.61,4363
2460338.065370,0.99463,0.00796,1.1240,-0.09,0.54,10.64,3468
2460338.065785,0.98908,0.00800,1.1236,-1.34,0.32,10.12,3780
2460338.066200,0.98189,0.00820,1.1232,-0.55,1.76,10.15,3598
2460338.066622,0.97783,0.00936,1.1228,-1.80,3.12,14.28,2392
2460338.067450,0.97837,0.00958,1.1220,0.26,-0.48,15.63,2027
2460338.067865,0.99723,0.00871,1.1216,1.06,0.53,13.08,2600
2460338.068280,1.00395,0.00801,1.1213,-0.12,0.67,10.62,3435
2460338.068695,1.00542,0.00844,1.1209,0.71,-1.32,12.27,2745
2460338.069109,0.98530,0.00881,1.1206,0.92,0.39,12.75,2680
2460338.069938,1.00812,0.00842,1.1199,-0.30,-0.31,12.41,2879
2460338.070353,0.98706,0.00795,1.1196,0.43,1.30,10.77,3455
2460338.070775,0.99758,0.00781,1.1193,0.50,0.77,9.99,3843
2460338.071189,1.00802,0.00888,1.1189,-0.17,0.47,12.23,2634
2460338.071612,0.99722,0.00934,1.1186,0.04,0.47,13.61,2319
2460338.072026,0.99486,0.00925,1.1183,0.68,-0.66,13.35,2413
2460338.072856,0.99058,0.01036,1.1178,-0.01,0.24,17.40,1896
2460338.073270,0.99883,0.00946,1.1175,0.93,-1.43,14.66,2217
2460338.073684,0.99296,0.00889,1.1172,-0.20,1.15,13.33,2446
2460338.074099,1.01640,0.00981,1.1170,1.59,1.64,14.43,2130
2460338.074513,0.99905,0.01000,1.1167,-0.61,1.44,15.31,2021
2460338.074927,1.00537,0.00960,1.1165,0.08,1.43,14.70,2248
2460338.075342,0.99746,0.01075,1.1162,1.75,-1.58,16.99,1848
2460338.075756,0.99715,0.00999,1.1160,0.32,2.01,14.90,2056
2460338.076170,1.00849,0.00952,1.1158,-0.77,1.80,13.92,2347
2460338.076591,1.01055,0.00875,1.1155,-2.28,0.78,12.56,2579
2460338.077013,1.01841,0.00881,1.1153,-0.02,0.44,12.88,2584
2460338.077427,1.01096,0.00996,1.1151,0.86,1.19,15.62,1945
2460338.077841,1.00284,0.00882,1.1149,0.75,0.11,12.93,2533
2460338.078255,1.00761,0.00875,1.1147,1.11,1.16,12.92,2615
2460338.078683,1.01302,0.00963,1.1146,2.31,-0.26,15.06,2194
2460338.079098,1.00011,0.00964,1.1144,-0.38,-0.91,14.90,2115
2460338.079519,1.01656,0.00846,1.1142,1.17,0.71,11.39,3071
2460338.081177,1.01819,0.00901,1.1136,0.34,0.01,13.17,2410
