BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460337.999739,1.01448,0.00736,1.3011,-2.47,0.98,8.70,3982
2460338.000111,1.00741,0.00714,1.2992,0.65,1.11,8.26,4526
2460338.000494,1.00114,0.00700,1.2974,-1.12,-2.03,6.98,5794
2460338.000876,1.00939,0.00737,1.2956,1.62,-0.23,9.17,3968
2460338.001259,1.01057,0.00700,1.2938,-0.14,-0.32,7.18,5954
2460338.001642,1.00698,0.00730,1.2920,2.43,-0.34,8.67,4162
2460338.002013,1.01558,0.00716,1.2903,-2.90,-0.82,7.85,4808
2460338.002396,1.01789,0.00740,1.2885,-3.48,0.45,9.44,3507
2460338.002779,1.01166,0.00753,1.2868,-0.73,3.91,9.10,3596
2460338.003150,1.02169,0.00738,1.2851,0.31,-0.28,8.28,4239
2460338.003533,1.00074,0.00724,1.2833,-1.31,-2.74,7.96,4612
2460338.003916,1.00585,0.00731,1.2816,0.96,-0.71,8.44,4355
2460338.004287,1.00985,0.00733,1.2800,2.55,0.32,8.45,4159
2460338.004670,1.01712,0.00705,1.2783,-0.30,-2.87,7.31,5700
2460338.005041,1.02461,0.00703,1.2766,-1.95,0.19,6.67,6022
2460338.005424,1.00762,0.00711,1.2750,-2.41,2.71,8.03,4980
2460338.005795,1.01184,0.00736,1.2733,-0.05,3.16,8.92,4223
2460338.006178,1.00295,0.00717,1.2717,-0.31,-1.03,8.00,4742
2460338.006561,1.01791,0.00700,1.2700,0.60,0.09,7.46,5456
2460338.006932,1.01534,0.00714,1.2685,1.93,-0.52,7.60,5018
2460338.007315,1.01397,0.00704,1.2669,-1.23,-2.38,7.08,5673
2460338.007698,1.01444,0.00710,1.2653,-0.58,-1.97,7.79,5042
2460338.008069,1.01440,0.00714,1.2637,0.73,1.50,7.67,4935
2460338.008452,1.01317,0.00714,1.2621,-2.31,1.85,7.95,4780
2460338.008835,1.01121,0.00731,1.2605,-4.13,0.58,8.00,4573
2460338.009206,1.02666,0.00751,1.2590,1.79,1.20,9.48,4043
2460338.009589,1.01394,0.00745,1.2575,0.97,-1.68,9.06,3773
2460338.009960,1.00394,0.00707,1.2559,-0.06,-1.81,7.01,5569
2460338.010343,1.00524,0.00719,1.2544,-0.45,-0.80,8.24,4408
2460338.010726,1.01016,0.00715,1.2529,2.82,0.90,7.83,5251
2460338.011108,1.01645,0.00724,1.2514,-1.97,-0.94,8.35,4171
2460338.011479,1.01451,0.00742,1.2499,-2.11,1.33,8.64,3844
2460338.011862,1.01361,0.00720,1.2484,-0.70,3.38,8.00,4555
2460338.012233,0.99932,0.00698,1.2470,-0.33,-0.30,7.07,5558
2460338.012615,1.01279,0.00690,1.2455,-0.82,0.02,6.97,6514
2460338.012998,1.00398,0.00703,1.2441,1.73,0.71,7.55,5206
2460338.013380,1.00502,0.00734,1.2426,1.37,0.33,9.10,3846
2460338.013751,0.99486,0.00699,1.2412,-1.31,-3.40,7.21,5567
2460338.014134,1.00414,0.00741,1.2398,0.85,-0.10,9.51,3556
2460338.014516,1.00693,0.00731,1.2384,-0.09,1.92,7.68,4658
2460338.014899,1.00434,0.00717,1.2369,-2.97,1.91,8.11,4651
2460338.015270,0.99409,0.00746,1.2356,-1.56,-0.22,9.10,3919
2460338.015652,1.00172,0.00732,1.2342,2.03,2.31,8.16,4314
2460338.016023,1.00912,0.00777,1.2328,-0.43,-1.56,9.56,3263
2460338.016406,1.00198,0.00720,1.2315,0.25,-0.86,7.83,4736
2460338.016788,1.00000,0.00732,1.2301,0.18,-0.11,8.06,4228
2460338.017159,0.99729,0.00706,1.2288,1.73,-2.16,7.46,5217
2460338.017553,0.99329,0.00701,1.2274,-0.69,-0.60,7.36,4888
2460338.017924,0.99906,0.00716,1.2261,-0.14,2.63,7.88,4624
2460338.018307,0.99396,0.00703,1.2248,-3.42,0.78,7.73,5025
2460338.018678,0.98646,0.00722,1.2235,-0.61,1.11,8.09,4537
2460338.019060,0.98748,0.00722,1.2222,2.28,-0.19,8.04,4538
2460338.019431,0.99148,0.00754,1.2209,-0.09,-1.52,8.91,3878
2460338.019814,0.98362,0.00699,1.2197,-1.07,0.12,7.32,5207
2460338.020184,0.99488,0.00728,1.2184,1.95,-1.88,9.10,3815
2460338.020567,0.98986,0.00771,1.2172,-0.05,-0.26,10.56,2948
2460338.020961,0.97984,0.00728,1.2159,-0.11,-0.09,8.65,4041
2460338.021344,0.98754,0.00720,1.2146,-1.29,2.41,8.59,4104
2460338.021715,0.98410,0.00706,1.2134,-2.13,1.49,7.66,4944
2460338.022097,0.99035,0.00732,1.2122,-0.74,-0.67,8.49,3905
2460338.022468,0.97453,0.00731,1.2110,2.44,1.61,9.78,3695
2460338.022851,0.98079,0.00714,1.2098,-1.20,-0.71,7.92,4446
2460338.023233,0.97352,0.00713,1.2086,0.28,-0.65,8.08,4435
2460338.023604,0.97019,0.00718,1.2074,1.55,-0.35,8.83,3955
2460338.023987,0.97120,0.00741,1.2063,0.80,0.54,9.88,3459
2460338.024358,0.97297,0.00721,1.2051,-2.09,0.71,7.94,4849
2460338.024740,0.97876,0.00702,1.2039,-0.86,1.47,7.92,5062
2460338.025123,0.97501,0.00712,1.2028,-0.77,0.97,8.22,4648
2460338.025494,0.96582,0.00738,1.2016,-0.65,1.35,9.15,3509
2460338.025876,0.97193,0.00733,1.2005,1.57,-1.02,9.22,3719
2460338.026259,0.97711,0.00778,1.1994,-0.49,-0.22,11.62,2721
2460338.026642,0.96168,0.00722,1.1982,0.56,0.37,9.45,3781
2460338.027025,0.97068,0.00754,1.1971,-0.83,-1.33,9.95,3368
2460338.027396,0.95032,0.00713,1.1960,1.18,-0.58,8.21,4296
2460338.027779,0.96496,0.00681,1.1949,0.37,1.49,7.12,6027
2460338.028162,0.96485,0.00703,1.1939,-2.41,0.99,7.66,4799
2460338.028533,0.95684,0.00731,1.1928,-1.41,1.13,9.68,3609
2460338.028916,0.95086,0.00737,1.1917,1.31,1.44,8.27,4082
2460338.029287,0.95096,0.00697,1.1907,0.53,-0.70,8.10,4911
2460338.029670,0.94919,0.00723,1.1896,-0.25,-0.36,8.26,3975
2460338.030053,0.95875,0.00690,1.1886,0.71,-0.21,7.56,5475
2460338.030436,0.95115,0.00732,1.1875,1.10,-0.83,8.87,3864
2460338.030807,0.95462,0.00717,1.1865,0.72,-0.74,8.92,3883
2460338.031190,0.95032,0.00709,1.1855,1.23,-0.53,8.47,4013
2460338.031561,0.94790,0.00681,1.1845,-1.41,1.87,7.41,5309
2460338.031944,0.95158,0.00685,1.1835,-2.08,2.20,7.39,5413
2460338.032338,0.94993,0.00682,1.1824,-0.54,0.51,7.04,5954
2460338.032721,0.94896,0.00699,1.1815,0.34,1.69,8.84,4303
2460338.033104,0.95108,0.00697,1.1805,0.15,-0.07,7.03,5486
2460338.033499,0.94548,0.00681,1.1795,0.53,-0.66,7.06,5616
2460338.033870,0.94939,0.00675,1.1785,1.50,-0.32,6.90,6244
2460338.034252,0.95298,0.00683,1.1776,-0.72,-1.03,6.90,6104
2460338.034635,0.95439,0.00689,1.1766,0.70,-0.44,7.46,5273
2460338.035018,0.94086,0.00673,1.1757,-0.24,0.78,6.79,6213
2460338.035401,0.94832,0.00678,1.1747,-0.92,0.43,7.05,6252
2460338.035819,0.94390,0.00676,1.1737,0.06,1.98,6.64,6443
2460338.036190,0.94381,0.00674,1.1728,-0.62,0.35,6.93,5803
2460338.036573,0.94012,0.00664,1.1719,0.06,0.88,6.81,6823
2460338.036955,0.94431,0.00664,1.1710,0.53,0.00,6.41,6870
2460338.037338,0.93982,0.00671,1.1701,-0.63,-0.86,6.94,5935
2460338.037710,0.92741,0.00664,1.1692,2.06,0.53,6.54,6783
2460338.038116,0.94311,0.00668,1.1683,-0.48,-1.52,6.43,6970
2460338.038499,0.93440,0.00672,1.1674,0.85,0.38,7.03,5765
2460338.038870,0.93571,0.00662,1.1666,0.40,-0.20,6.43,7393
2460338.039253,0.93540,0.00672,1.1657,0.00,1.66,7.40,5689
2460338.039624,0.94503,0.00666,1.1649,0.07,2.97,6.92,6265
2460338.040007,0.94538,0.00687,1.1641,-2.28,1.10,8.09,4655
2460338.040378,0.94201,0.00667,1.1632,0.77,1.19,7.13,6532
2460338.040761,0.94713,0.00668,1.1624,-0.55,1.77,6.56,6944
2460338.041144,0.92844,0.00664,1.1616,-0.24,1.20,6.96,6540
2460338.041515,0.94818,0.00673,1.1608,1.84,-0.46,6.47,6888
2460338.041898,0.93205,0.00679,1.1600,-1.70,-1.35,7.17,5649
2460338.042280,0.93632,0.00683,1.1592,2.01,0.03,7.39,5278
2460338.042652,0.93234,0.00680,1.1584,0.15,-1.98,8.01,4840
2460338.043034,0.93277,0.00658,1.1577,0.84,-1.74,7.04,6540
2460338.043440,0.93816,0.00664,1.1568,-0.07,0.76,6.42,6953
2460338.043823,0.93185,0.00667,1.1561,-1.20,1.13,6.67,6581
2460338.044195,0.93375,0.00666,1.1553,-1.40,0.89,6.50,6514
2460338.044578,0.92644,0.00661,1.1545,0.31,0.03,6.90,6082
2460338.044960,0.94144,0.00666,1.1538,1.50,1.79,6.54,6460
2460338.045343,0.93741,0.00657,1.1531,-1.36,1.22,6.27,7881
2460338.045714,0.93528,0.00658,1.1523,1.90,-0.31,6.23,7566
2460338.046097,0.92985,0.00660,1.1516,-0.36,-1.51,6.34,7008
2460338.046469,0.94715,0.00668,1.1509,0.14,-0.30,6.66,6558
2460338.046851,0.93014,0.00659,1.1502,0.17,-1.40,6.27,7442
2460338.047234,0.94086,0.00667,1.1495,1.36,-2.30,6.55,6957
2460338.047617,0.93896,0.00657,1.1488,0.10,0.28,6.45,6996
2460338.047988,0.93894,0.00671,1.1481,0.47,0.06,6.68,6446
2460338.048383,0.93030,0.00690,1.1475,-1.95,1.83,8.47,4490
2460338.048754,0.93147,0.00699,1.1468,-2.30,1.59,8.26,4325
2460338.049137,0.93990,0.00672,1.1461,1.18,0.82,6.94,6239
2460338.049520,0.93390,0.00672,1.1455,0.06,0.44,6.89,6159
2460338.049891,0.94012,0.00676,1.1448,0.85,0.73,7.20,5374
2460338.050273,0.94752,0.00691,1.1442,0.28,-0.10,8.18,4674
2460338.050644,0.94575,0.00674,1.1435,0.01,-0.27,7.21,5526
2460338.051027,0.94231,0.00659,1.1429,0.09,-0.66,6.65,6890
2460338.051409,0.93432,0.00667,1.1423,0.32,0.21,7.10,6116
2460338.051780,0.95239,0.00719,1.1417,1.18,-2.07,9.68,3579
2460338.052163,0.94430,0.00696,1.1411,-0.17,-2.62,8.29,4284
2460338.052545,0.94051,0.00667,1.1405,1.10,0.46,7.15,5857
2460338.052928,0.94384,0.00680,1.1399,-0.41,-0.92,7.54,5147
2460338.053310,0.94673,0.00675,1.1393,0.51,2.23,7.30,5439
2460338.053681,0.95005,0.00673,1.1387,-2.45,0.80,6.96,5912
2460338.054064,0.95394,0.00659,1.1381,0.18,0.75,6.27,7098
2460338.054435,0.94451,0.00668,1.1376,-0.18,-0.03,7.28,5936
2460338.054817,0.95250,0.00673,1.1370,0.54,-0.74,7.16,5570
2460338.055188,0.95003,0.00680,1.1364,-0.56,-0.90,7.26,5679
2460338.055571,0.95798,0.00674,1.1359,0.91,-0.00,7.08,5868
2460338.055953,0.94902,0.00687,1.1354,0.41,-1.96,7.76,5037
2460338.056324,0.95586,0.00681,1.1348,1.74,-0.60,7.48,4956
2460338.056707,0.95459,0.00681,1.1343,-0.80,-0.94,7.25,5487
2460338.057078,0.95723,0.00672,1.1338,0.58,-0.23,7.87,5096
2460338.057460,0.95457,0.00667,1.1333,0.43,-0.34,7.21,5615
2460338.057843,0.96330,0.00694,1.1328,2.03,-0.65,8.65,4569
2460338.058214,0.95761,0.00671,1.1323,-1.02,0.10,6.64,6658
2460338.058596,0.96946,0.00676,1.1318,0.06,0.62,7.06,6229
2460338.058979,0.96543,0.00677,1.1313,0.16,-0.38,7.11,5451
2460338.059350,0.96221,0.00689,1.1308,-1.55,2.43,7.60,4907
2460338.059756,0.97037,0.00684,1.1303,-1.13,1.00,7.59,5168
2460338.060126,0.96251,0.00660,1.1298,-0.06,0.92,7.20,5803
2460338.060509,0.96258,0.00691,1.1294,2.55,-1.66,8.58,4545
2460338.060949,0.96967,0.00665,1.1288,0.82,1.51,6.95,6501
2460338.061320,0.96882,0.00674,1.1284,-1.02,-0.69,7.19,6088
2460338.061703,0.97293,0.00709,1.1280,2.06,-0.61,7.96,4299
2460338.062074,0.96241,0.00676,1.1275,-1.18,-0.93,7.16,5521
2460338.062456,0.96305,0.00691,1.1271,2.22,-0.08,8.21,4621
2460338.062827,0.98095,0.00689,1.1267,-0.74,-0.92,8.12,4570
2460338.063210,0.97103,0.00676,1.1263,-0.07,0.38,7.46,5228
2460338.063581,0.97022,0.00662,1.1259,-0.91,-1.30,6.51,6923
2460338.063963,0.97891,0.00683,1.1255,1.73,-0.52,8.12,4648
2460338.064334,0.98414,0.00690,1.1251,-0.04,0.49,8.54,4121
2460338.064717,0.97884,0.00713,1.1247,1.42,0.85,9.05,3784
2460338.065088,0.98694,0.00696,1.1243,0.05,-1.55,8.45,4038
2460338.065471,0.98325,0.00750,1.1239,0.41,1.30,10.82,2990
2460338.065854,0.97191,0.00716,1.1235,-1.08,0.53,9.12,3572
2460338.066225,0.97998,0.00745,1.1232,-0.16,1.70,9.49,3153
2460338.066620,0.99213,0.00834,1.1228,-1.41,2.88,12.82,2080
2460338.067374,0.97523,0.00846,1.1221,-0.65,-0.94,14.12,1855
2460338.067757,0.98766,0.00761,1.1218,1.82,1.07,11.30,2527
2460338.068139,0.99580,0.00744,1.1214,-0.14,-0.10,11.17,2970
2460338.068511,0.99834,0.00726,1.1211,0.68,-0.81,10.67,2997
2460338.068894,0.98108,0.00771,1.1208,1.36,-1.14,11.76,2496
2460338.069648,0.99369,0.00834,1.1201,0.28,-1.02,13.29,1992
2460338.070030,1.00006,0.00736,1.1198,-0.89,-1.10,10.61,3006
2460338.070402,0.99207,0.00722,1.1195,0.66,1.19,9.71,3231
2460338.070785,1.00219,0.00718,1.1193,0.47,0.66,8.96,3624
2460338.071167,1.00388,0.00776,1.1190,0.17,-0.09,10.71,2803
2460338.071550,1.00254,0.00850,1.1187,0.47,0.37,12.76,2043
2460338.071921,0.99799,0.00866,1.1184,0.62,-0.52,13.99,1944
2460338.072303,0.99509,0.00872,1.1181,-0.20,-0.61,13.30,1965
2460338.073069,0.99985,0.00882,1.1176,0.41,-1.44,15.05,1834
2460338.073451,1.00229,0.00868,1.1174,1.07,-1.33,14.49,1768
2460338.073880,0.99814,0.00793,1.1171,0.18,1.43,11.99,2375
2460338.074251,1.00580,0.00882,1.1169,1.30,0.89,14.07,1834
2460338.074634,1.00372,0.00875,1.1166,-0.66,1.52,13.30,1931
2460338.075016,1.00579,0.00841,1.1164,0.58,0.75,12.46,2143
2460338.075770,1.00844,0.00890,1.1160,-0.12,2.13,15.14,1902
2460338.076152,0.99616,0.00843,1.1158,-0.42,1.56,13.35,2155
2460338.076535,1.00654,0.00799,1.1156,-1.99,0.45,12.17,2365
2460338.076906,1.00291,0.00806,1.1154,0.83,0.67,13.18,2198
2460338.077288,1.00495,0.00856,1.1152,0.17,0.46,14.17,1921
2460338.077671,0.99898,0.00829,1.1150,1.96,0.38,13.04,2071
2460338.078042,1.00093,0.00803,1.1148,1.38,0.04,12.22,2313
2460338.078436,1.00974,0.00801,1.1147,0.36,0.34,12.21,2330
2460338.078807,1.00711,0.00878,1.1145,2.84,0.38,14.81,1798
2460338.079201,1.01155,0.00822,1.1143,-1.56,-0.79,12.73,2176
2460338.079584,1.01897,0.00741,1.1142,1.17,0.71,10.34,3007
2460338.081102,1.01065,0.00786,1.1137,0.99,-0.06,11.61,2576
